family,context,strategy,eps,seed,rule_id,phase,action,transforms,msg,rule_text
XSS,calc,PP-Static,,2,109016,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+['\""]|\\+['\""]|\\\\+['\""]|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`]|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|[\\]\\)]\\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout',id:109016,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,27969,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:27969,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,432494,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)(?:\\s*\\(|`)|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|[\\]\\)]`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:432494,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,999047,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\'+)|(\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`])|((window|top|self|globalThis|document|parent|frames|opener)\\s*\\[)|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|\\][`)]|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:999047,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,237045,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+{1,}'+)|(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)(\s*[\(`])|(?:window|top|self|globalThis|document)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|[\]\)]`|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS payload',id:237045,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,774898,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\s*')|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:774898,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,606920,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(?:\(|`)|(?:window|top|self|globalThis|document)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:606920,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,645902,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)(?:\s*(?:\(|`))|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:645902,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,414525,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\s*\\[\\s*\\]|\\[\\s*\\]\\s*\\.constructor\\.constructor\\s*\\(|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`]|(window|top|self|globalThis|document|parent|frames|opener)\\s*\\[|\\.constructor\\b|String\\.fromCharCode|\\\\+')"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:414525,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,959300,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:\[\]\.constructor\.constructor|(?:window|top|self|globalThis|document)\s*\[|\.constructor\b|String\.fromCharCode|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:959300,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,235967,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`]|(?:window|top|self|globalThis|document|parent|frames|opener)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|\\]\\s*`|\\)\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout',id:235967,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,937653,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+|\\.)?\\s*(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*([(`])|\\\\+\'|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b|\\b(window|top|self|globalThis|document|parent|frames|opener)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|[)\\]]`"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout',id:937653,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,115337,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\s*['\""]|\\\\+['\""]|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`]|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|[\\]\\)]\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:115337,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,418928,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\'+)|(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)(\\s*\\(|`)|((window|top|self|globalThis|document|parent|frames|opener)\\s*\\[)|(\\.constructor\\b)|(\\[\\]\\.constructor\\.constructor\\()|(String\\.fromCharCode)|(\\]|\\))`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:418928,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,865240,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx \b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b\s*(\(|`)|\\+\'|(\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\][`)]"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:865240,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,594815,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\'+)|(\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`])|((window|top|self|globalThis|document)\\s*\\[)|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|[)\\]]\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:594815,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,814258,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\s*\\[\\s*\\]\\s*\\]|\\[\\s*\\]\\s*\\.constructor\\.constructor|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[\(`]|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b|\\\\+')"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:814258,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,850530,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink call or JS string breakout,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+|'|\"")?\\s*(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*(`|\\()"" ""phase:2,deny,log,msg:'Detect JS execution sink call or JS string breakout',id:850530,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,219230,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\s*')|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:219230,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,297739,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\\\+'|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*\\(|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*`|\\b(window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|\\]\\s*`|\\)\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:297739,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,790398,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink invocation or JS string breakout,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\s*'|\\\\+')(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*\\(|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*\\(|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|\\]\\s*`|\\)\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b"" ""phase:2,deny,log,msg:'Detect JS execution sink invocation or JS string breakout',id:790398,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,976144,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|\\b(alert|prompt|confirm|eval|setTimeout|setInterval|Function|constructor|write|print)\\s*\\(|\\b(alert|prompt|confirm|eval|setTimeout|setInterval|Function|constructor|write|print)\\s*`|\\b(alert|prompt|confirm|eval|setTimeout|setInterval|Function|constructor|write|print)\\b|\\b(window|top|self|globalThis|document|parent|frames|opener)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|\\]\\s*`|\\)\\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:976144,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,624704,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\'+|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`]|(?:window|top|self|globalThis|document|parent|frames|opener)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|[\\]\\)]\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:624704,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,618407,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,XSS JS execution sink or JS string breakout detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\s*\\[\\])\\.constructor\\.constructor\\s*\\(|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*\\(|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*`|\\\\+\'|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|[\\]\\)]`"" ""phase:2,deny,log,msg:'XSS JS execution sink or JS string breakout detected',id:618407,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,210796,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(?:\(|`)|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|[\]\)]\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:210796,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,523596,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+['\""]|\\\\+')[^'\""\\n]{0,50}['\""]|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)(?:\s*[\(`])|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:523596,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,853253,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)(?:\\s*\\(|`)|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\([^)]*\\)|String\\.fromCharCode|[\\]\\)]`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:853253,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,651650,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+{1,}'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(?:\(|`)|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|(?:\balert\b|\bprompt\b|\bconfirm\b|\bprint\b|\beval\b|\bsetTimeout\b|\bsetInterval\b|\bFunction\b|\bconstructor\b|\bwrite\b))"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:651650,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,154570,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx \b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b|\\+\'|(?:window|top|self|globalThis|document)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|\]\s*`"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:154570,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,18896,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(?:\(|`))|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:18896,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,652067,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+{1,}'|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|\\]\\s*`|\\)\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*\\(|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:652067,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,721664,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\'+|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*[(\`]|(window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|[\\]\\)]\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:721664,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,465499,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)(?:\\s*\\(|`)|(?:window|top|self|globalThis|document)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\(|String\\.fromCharCode|[\\]\\)]`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:465499,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,515472,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\'+)|(\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*\\(|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\s*`|\\b(window|top|self|globalThis|document|parent|frames|opener)\\s*\\[|\\.constructor\\b|\\[\\]\\.constructor\\.constructor\\s*\\(|String\\.fromCharCode|[\\]\\)]\\s*`|\\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:515472,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,calc,PP-Static,,2,276014,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:276014,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
