family,context,strategy,regime,eps,seed,bypasses_B,accepted_rules,rules_per_100,defense_calls,attacker_calls,calls_per_rule,candidates,rejected,input_tokens,output_tokens,gen_time_s,rule_eval_time_s,wall_time_s,est_cost_usd
SQLi,filter,CG-Adaptive,adaptive,0.2,5,44,1,2.2727,1,30,1.0,1,0,26808,19300,322.0,19.7,354.8,0.0416
SQLi,filter,CG-Adaptive,adaptive,0.2,6,42,1,2.381,1,30,1.0,1,0,26753,19466,341.5,22.22,376.9,0.04185
SQLi,filter,CG-Adaptive,adaptive,0.2,7,43,1,2.3256,1,36,1.0,1,0,31814,23026,406.3,22.31,443.5,0.04957
SQLi,filter,CG-Adaptive,adaptive,0.2,8,48,1,2.0833,1,33,1.0,1,0,29267,21152,413.4,18.77,446.3,0.04555
SQLi,filter,CG-Adaptive,adaptive,0.2,9,46,1,2.1739,1,33,1.0,1,0,29264,20398,428.6,21.32,465.1,0.04434
SQLi,filter,CG-Adaptive,adaptive,0.2,10,46,1,2.1739,1,33,1.0,1,0,29267,20731,358.2,19.51,391.9,0.04488
SQLi,filter,CG-Adaptive,adaptive,0.3,1,48,1,2.0833,1,33,1.0,1,0,29261,20980,390.1,23.34,428.4,0.04527
SQLi,filter,CG-Adaptive,adaptive,0.3,2,45,1,2.2222,1,36,1.0,1,0,31819,22446,368.8,20.41,404.3,0.04864
SQLi,filter,CG-Adaptive,adaptive,0.3,3,48,1,2.0833,1,33,1.0,1,0,29281,20851,314.5,21.94,351.2,0.04507
SQLi,filter,CG-Adaptive,adaptive,0.3,4,37,1,2.7027,1,30,1.0,1,0,26759,18688,297.9,19.91,331.9,0.0406
SQLi,filter,CG-Adaptive,adaptive,0.3,5,48,1,2.0833,1,33,1.0,1,0,29275,21702,329.3,22.16,366.0,0.04643
SQLi,filter,CG-Adaptive,adaptive,0.3,6,43,1,2.3256,1,33,1.0,1,0,29276,20414,448.8,20.94,487.2,0.04437
SQLi,filter,CG-Adaptive,adaptive,0.3,7,46,1,2.1739,1,30,1.0,1,0,26750,19169,286.9,19.53,319.9,0.04137
SQLi,filter,CG-Adaptive,adaptive,0.3,8,42,1,2.381,1,36,1.0,1,0,31801,22281,349.3,19.68,384.0,0.04837
SQLi,filter,CG-Adaptive,adaptive,0.3,9,37,1,2.7027,1,39,1.0,1,0,34322,23717,440.9,22.2,479.0,0.05168
SQLi,filter,CG-Adaptive,adaptive,0.3,10,46,1,2.1739,1,30,1.0,1,0,26777,18993,313.0,22.76,349.5,0.0411
SQLi,filter,CG-Adaptive,adaptive,0.4,1,47,1,2.1277,1,36,1.0,1,0,31797,21940,358.2,9.43,381.4,0.04782
SQLi,filter,CG-Adaptive,adaptive,0.4,2,43,1,2.3256,1,36,1.0,1,0,31808,23104,336.5,9.05,359.4,0.04969
SQLi,filter,CG-Adaptive,adaptive,0.4,3,47,1,2.1277,1,33,1.0,1,0,29302,21025,316.8,8.96,338.7,0.04536
SQLi,filter,CG-Adaptive,adaptive,0.4,4,40,1,2.5,1,39,1.0,1,0,34327,24331,373.8,9.14,397.6,0.05266
SQLi,filter,CG-Adaptive,adaptive,0.4,5,43,1,2.3256,1,33,1.0,1,0,29284,20631,314.9,9.27,337.1,0.04472
SQLi,filter,CG-Adaptive,adaptive,0.4,6,46,1,2.1739,1,33,1.0,1,0,29281,20903,341.4,9.2,363.6,0.04516
SQLi,filter,CG-Adaptive,adaptive,0.4,7,47,1,2.1277,1,33,1.0,1,0,29307,20972,301.5,9.17,323.6,0.04528
SQLi,filter,CG-Adaptive,adaptive,0.4,8,49,1,2.0408,1,33,1.0,1,0,29300,20535,304.4,8.88,326.4,0.04458
SQLi,filter,CG-Adaptive,adaptive,0.4,9,42,1,2.381,1,33,1.0,1,0,29263,20819,300.1,9.12,322.2,0.04502
SQLi,filter,CG-Adaptive,adaptive,0.4,10,48,1,2.0833,1,33,1.0,1,0,29283,21045,462.9,9.18,485.3,0.04539
SQLi,filter,CG-Adaptive,adaptive,0.5,1,43,1,2.3256,1,33,1.0,1,0,29306,20239,319.7,9.52,342.3,0.0441
SQLi,filter,CG-Adaptive,adaptive,0.5,2,47,1,2.1277,1,36,1.0,1,0,31783,22439,364.4,9.5,387.9,0.04862
SQLi,filter,CG-Adaptive,adaptive,0.5,3,38,1,2.6316,1,33,1.0,1,0,29256,21304,336.4,9.38,358.8,0.04579
SQLi,filter,CG-Adaptive,adaptive,0.5,4,37,2,5.4054,2,30,1.0,2,0,27871,19130,437.6,13.71,463.8,0.04176
SQLi,filter,CG-Adaptive,adaptive,0.5,5,47,1,2.1277,1,33,1.0,1,0,29255,21486,441.3,10.58,465.5,0.04608
SQLi,filter,CG-Adaptive,adaptive,0.5,6,402,1,0.2488,28,51,28.0,29,28,147735,40990,883.0,40.43,950.8,0.12468
SQLi,filter,CG-Adaptive,adaptive,0.5,7,38,1,2.6316,1,36,1.0,1,0,31807,23360,401.1,10.97,426.0,0.0501
SQLi,filter,CG-Adaptive,adaptive,0.5,8,46,1,2.1739,1,36,1.0,1,0,31810,22006,400.8,9.42,424.5,0.04793
SQLi,filter,CG-Adaptive,adaptive,0.5,9,338,1,0.2959,28,54,28.0,28,27,121922,33769,667.3,40.46,736.0,0.1028
SQLi,filter,CG-Adaptive,adaptive,0.5,10,88,2,2.2727,2,39,1.0,2,0,54531,24332,497.4,17.28,530.1,0.06074
XSS,search,PP-Adaptive,adaptive,0.3,1,16,16,100.0,16,54,1.0,16,0,48695,16141,231.6,61.31,598.0,0.0453
XSS,search,PP-Adaptive,adaptive,0.3,2,16,15,93.75,18,57,1.2,18,3,53799,17443,237.1,52.61,598.4,0.04943
XSS,search,PP-Adaptive,adaptive,0.3,3,8,8,100.0,8,51,1.0,8,0,34433,14057,204.0,30.06,533.3,0.03626
XSS,search,PP-Adaptive,adaptive,0.3,4,18,17,94.4444,20,57,1.18,20,3,57049,17517,235.9,60.98,606.8,0.05085
XSS,search,PP-Adaptive,adaptive,0.3,5,14,13,92.8571,17,54,1.31,17,4,51225,16851,228.9,51.21,586.0,0.04745
XSS,search,PP-Adaptive,adaptive,0.3,6,10,10,100.0,10,57,1.0,10,0,40186,15622,213.1,37.15,555.0,0.04107
XSS,search,PP-Adaptive,adaptive,0.3,7,8,7,87.5,10,57,1.43,10,3,40795,15470,221.8,30.27,552.9,0.04107
XSS,search,PP-Adaptive,adaptive,0.3,8,17,17,100.0,17,54,1.0,17,0,50274,15780,217.8,60.38,584.3,0.04536
XSS,search,PP-Adaptive,adaptive,0.3,9,14,13,92.8571,16,54,1.23,16,3,49267,16046,232.1,47.55,586.2,0.04538
XSS,search,PP-Adaptive,adaptive,0.3,10,19,18,94.7368,21,54,1.17,21,3,57374,16851,230.4,69.95,610.6,0.04991
XSS,search,CG-Adaptive,adaptive,0.1,1,13,1,7.6923,2,51,2.0,3,2,24997,13328,199.2,15.76,514.6,0.03132
XSS,search,CG-Adaptive,adaptive,0.1,2,18,1,5.5556,1,57,1.0,1,0,25654,13567,223.8,12.95,540.5,0.03197
XSS,search,CG-Adaptive,adaptive,0.1,3,16,1,6.25,1,51,1.0,1,0,23153,12825,215.3,13.67,530.7,0.02978
XSS,search,CG-Adaptive,adaptive,0.1,4,13,1,7.6923,1,54,1.0,1,0,24401,13015,217.3,13.78,531.2,0.03058
XSS,search,CG-Adaptive,adaptive,0.1,5,14,2,14.2857,6,54,3.0,6,4,33168,14615,275.1,21.56,598.5,0.03665
XSS,search,CG-Adaptive,adaptive,0.1,6,17,2,11.7647,3,51,1.5,3,1,26631,13960,240.0,18.31,560.6,0.03299
XSS,search,CG-Adaptive,adaptive,0.1,7,11,2,18.1818,5,54,2.5,6,4,31482,14737,247.5,19.38,568.1,0.03617
XSS,search,CG-Adaptive,adaptive,0.1,8,17,1,5.8824,1,54,1.0,1,0,24399,13359,222.5,14.61,541.1,0.03113
XSS,search,CG-Adaptive,adaptive,0.1,9,17,2,11.7647,2,54,1.0,2,0,26113,13714,228.0,18.38,550.0,0.03239
XSS,search,CG-Adaptive,adaptive,0.1,10,11,1,9.0909,1,51,1.0,1,0,23153,13196,204.4,13.87,516.1,0.03037
XSS,search,CG-Adaptive,adaptive,0.2,1,21,2,9.5238,2,54,1.0,2,0,26119,13775,305.1,19.46,627.9,0.03249
XSS,search,CG-Adaptive,adaptive,0.2,2,13,2,15.3846,2,57,1.0,2,0,27368,13745,232.2,21.62,557.0,0.03294
XSS,search,CG-Adaptive,adaptive,0.2,3,18,2,11.1111,3,60,1.5,3,1,30399,14330,237.5,20.18,564.7,0.03509
XSS,search,CG-Adaptive,adaptive,0.2,4,17,1,5.8824,1,54,1.0,1,0,24432,13107,223.7,15.63,541.4,0.03074
XSS,search,CG-Adaptive,adaptive,0.2,5,18,2,11.1111,2,51,1.0,2,0,24864,13654,245.4,22.5,571.4,0.03179
XSS,search,CG-Adaptive,adaptive,0.2,6,13,1,7.6923,2,57,2.0,4,3,27506,14731,289.9,15.88,609.3,0.03457
XSS,search,CG-Adaptive,adaptive,0.2,7,18,1,5.5556,1,54,1.0,1,0,24434,13226,272.9,15.52,593.8,0.03094
XSS,search,CG-Adaptive,adaptive,0.2,8,20,1,5.0,1,57,1.0,1,0,25679,14479,242.9,16.09,562.6,0.03344
XSS,search,CG-Adaptive,adaptive,0.2,9,20,2,10.0,4,54,2.0,4,2,29774,13311,215.8,20.17,541.6,0.03321
XSS,search,CG-Adaptive,adaptive,0.2,10,14,2,14.2857,2,54,1.0,4,2,26272,12726,201.4,20.77,522.8,0.03087
XSS,search,CG-Adaptive,adaptive,0.3,1,22,1,4.5455,2,54,2.0,2,1,26452,13725,240.9,6.12,547.7,0.03254
XSS,search,CG-Adaptive,adaptive,0.3,2,24,2,8.3333,2,54,1.0,2,0,26117,13336,212.0,22.1,538.8,0.03178
XSS,search,CG-Adaptive,adaptive,0.3,3,14,2,14.2857,4,54,2.0,6,4,29874,14775,297.9,24.16,622.7,0.03559
XSS,search,CG-Adaptive,adaptive,0.3,4,12,2,16.6667,4,54,2.0,7,5,29856,13701,207.9,24.17,532.9,0.03386
XSS,search,CG-Adaptive,adaptive,0.3,5,6,1,16.6667,2,51,2.0,2,1,24920,12946,198.8,17.52,513.9,0.03068
XSS,search,CG-Adaptive,adaptive,0.3,6,25,2,8.0,3,57,1.5,6,4,30147,15864,245.4,28.65,638.7,0.03744
XSS,search,CG-Adaptive,adaptive,0.3,7,20,2,10.0,5,48,2.5,7,5,29903,15210,246.0,28.76,606.3,0.0363
XSS,search,CG-Adaptive,adaptive,0.3,8,13,2,15.3846,3,63,1.5,3,1,35919,17090,299.5,30.32,720.3,0.04171
XSS,search,CG-Adaptive,adaptive,0.3,9,20,1,5.0,1,54,1.0,1,0,24556,12935,221.9,15.49,541.5,0.03052
XSS,search,CG-Adaptive,adaptive,0.3,10,11,2,18.1818,3,54,1.5,3,1,27955,13533,220.9,23.45,544.5,0.03283
XSS,search,CG-Adaptive,adaptive,0.4,1,18,1,5.5556,1,54,1.0,1,0,24641,13389,235.4,6.19,544.2,0.03128
XSS,search,CG-Adaptive,adaptive,0.4,2,19,1,5.2632,2,54,2.0,2,1,26626,13943,244.1,6.23,553.1,0.03296
XSS,search,CG-Adaptive,adaptive,0.4,3,18,1,5.5556,1,51,1.0,1,0,23389,13415,252.9,5.89,560.2,0.03082
XSS,search,CG-Adaptive,adaptive,0.4,4,16,1,6.25,1,51,1.0,1,0,23336,12267,217.3,6.12,524.2,0.02896
XSS,search,CG-Adaptive,adaptive,0.4,5,14,1,7.1429,1,54,1.0,1,0,24027,12998,236.4,5.98,536.1,0.03041
XSS,search,CG-Adaptive,adaptive,0.4,6,9,2,22.2222,1,51,0.5,3,1,23270,12949,238.8,9.06,545.1,0.03003
XSS,search,CG-Adaptive,adaptive,0.4,7,17,1,5.8824,1,57,1.0,3,2,25859,13793,265.4,7.12,575.0,0.03241
XSS,search,CG-Adaptive,adaptive,0.4,8,19,1,5.2632,1,54,1.0,1,0,24634,13212,250.5,6.03,559.6,0.03099
XSS,search,CG-Adaptive,adaptive,0.4,9,16,1,6.25,1,54,1.0,1,0,24608,12967,238.7,6.94,547.2,0.03059
XSS,search,CG-Adaptive,adaptive,0.4,10,14,1,7.1429,1,57,1.0,1,0,25828,13728,268.7,6.6,573.2,0.0323
XSS,search,CG-Adaptive,adaptive,0.5,1,18,1,5.5556,1,57,1.0,1,0,25888,14812,307.0,7.22,618.2,0.03405
XSS,search,CG-Adaptive,adaptive,0.5,2,17,2,11.7647,1,54,0.5,3,1,24637,13057,312.7,9.55,622.7,0.03075
XSS,search,CG-Adaptive,adaptive,0.5,3,22,1,4.5455,1,57,1.0,1,0,25895,13880,296.3,6.9,608.4,0.03257
XSS,search,CG-Adaptive,adaptive,0.5,4,12,1,8.3333,1,51,1.0,1,0,23344,12735,265.6,7.42,573.0,0.02971
XSS,search,CG-Adaptive,adaptive,0.5,5,14,1,7.1429,1,54,1.0,1,0,24621,13053,256.7,6.66,563.6,0.03073
XSS,search,CG-Adaptive,adaptive,0.5,6,21,2,9.5238,1,54,0.5,3,1,24636,13894,259.9,9.82,574.0,0.03208
XSS,search,CG-Adaptive,adaptive,0.5,7,20,2,10.0,2,54,1.0,2,0,26344,13157,232.7,10.36,548.9,0.03159
XSS,search,CG-Adaptive,adaptive,0.5,8,14,1,7.1429,1,54,1.0,1,0,24630,13430,265.1,6.77,571.1,0.03134
XSS,search,CG-Adaptive,adaptive,0.5,9,19,1,5.2632,1,54,1.0,1,0,24636,13283,243.0,7.3,554.0,0.03111
XSS,search,CG-Adaptive,adaptive,0.5,10,14,2,14.2857,1,54,0.5,3,1,24606,13163,283.1,10.0,592.7,0.0309
XSS,calc,PP-Adaptive,adaptive,0.3,1,8,8,100.0,9,42,1.12,9,1,32562,13115,194.7,31.46,522.4,0.03401
XSS,calc,PP-Adaptive,adaptive,0.3,2,7,7,100.0,7,45,1.0,7,0,30374,14488,254.7,29.11,589.9,0.03533
XSS,calc,PP-Adaptive,adaptive,0.3,3,12,12,100.0,12,45,1.0,12,0,38484,17947,253.5,44.2,598.3,0.04411
XSS,calc,PP-Adaptive,adaptive,0.3,4,7,7,100.0,7,39,1.0,7,0,27864,13186,187.9,27.36,507.8,0.03224
XSS,calc,PP-Adaptive,adaptive,0.3,5,5,5,100.0,5,45,1.0,5,0,27154,14297,208.8,20.92,523.8,0.03374
XSS,calc,PP-Adaptive,adaptive,0.3,6,12,9,75.0,18,42,2.0,18,9,48456,16626,230.8,36.12,569.1,0.04598
XSS,calc,PP-Adaptive,adaptive,0.3,7,8,8,100.0,8,45,1.0,8,0,32003,14246,207.1,30.3,534.5,0.03559
XSS,calc,PP-Adaptive,adaptive,0.3,8,8,7,87.5,10,42,1.43,10,3,34660,14497,193.7,27.92,518.3,0.03706
XSS,calc,PP-Adaptive,adaptive,0.3,9,3,3,100.0,3,44,1.0,3,0,23479,13161,176.1,14.55,482.2,0.03045
XSS,calc,PP-Adaptive,adaptive,0.3,10,4,4,100.0,4,45,1.0,4,0,25651,12898,263.8,19.4,575.2,0.0309
XSS,calc,CG-Adaptive,adaptive,0.1,1,3,1,33.3333,1,45,1.0,1,0,20738,13485,219.7,13.41,525.5,0.02987
XSS,calc,CG-Adaptive,adaptive,0.1,2,7,2,28.5714,2,51,1.0,3,1,25643,13942,280.3,25.9,656.5,0.03256
XSS,calc,CG-Adaptive,adaptive,0.1,3,6,2,33.3333,3,42,1.5,7,5,23769,11972,216.1,22.33,532.0,0.02866
XSS,calc,CG-Adaptive,adaptive,0.1,4,7,3,42.8571,3,57,1.0,5,2,29942,17130,297.5,31.0,709.7,0.03938
XSS,calc,CG-Adaptive,adaptive,0.1,5,9,2,22.2222,3,48,1.5,5,3,25463,13166,259.8,20.82,584.9,0.03125
XSS,calc,CG-Adaptive,adaptive,0.1,6,7,1,14.2857,1,45,1.0,1,0,20741,14909,258.6,13.54,568.2,0.03215
XSS,calc,CG-Adaptive,adaptive,0.1,7,19,2,10.5263,2,51,1.0,2,0,26267,14631,275.3,23.82,660.2,0.03392
XSS,calc,CG-Adaptive,adaptive,0.1,8,15,2,13.3333,6,42,3.0,12,10,28951,10470,217.4,28.47,571.8,0.02833
XSS,calc,CG-Adaptive,adaptive,0.1,9,96,4,4.1667,4,54,1.0,8,4,37794,12487,257.7,41.95,759.2,0.0351
XSS,calc,CG-Adaptive,adaptive,0.1,10,15,2,13.3333,2,45,1.0,4,2,25020,12302,192.6,23.22,543.4,0.02969
XSS,calc,CG-Adaptive,adaptive,0.2,1,6,1,16.6667,1,45,1.0,1,0,20735,12240,191.5,14.79,501.4,0.02788
XSS,calc,CG-Adaptive,adaptive,0.2,2,10,1,10.0,1,42,1.0,1,0,19479,14850,217.0,14.17,526.4,0.03155
XSS,calc,CG-Adaptive,adaptive,0.2,3,8,2,25.0,3,42,1.5,7,5,23044,12410,204.3,20.7,519.9,0.02907
XSS,calc,CG-Adaptive,adaptive,0.2,4,8,1,12.5,1,45,1.0,1,0,20735,13614,217.6,14.61,527.1,0.03008
XSS,calc,CG-Adaptive,adaptive,0.2,5,3,2,66.6667,4,45,2.0,4,2,26045,12887,248.6,20.02,561.5,0.03104
XSS,calc,CG-Adaptive,adaptive,0.2,6,14,4,28.5714,5,48,1.25,8,4,29618,12506,210.0,38.49,605.5,0.03186
XSS,calc,CG-Adaptive,adaptive,0.2,7,8,1,12.5,1,45,1.0,1,0,20735,15328,290.5,15.41,620.2,0.03282
XSS,calc,CG-Adaptive,adaptive,0.2,8,10,2,20.0,4,51,2.0,4,2,29682,13013,213.6,25.16,592.4,0.03269
XSS,calc,CG-Adaptive,adaptive,0.2,9,8,2,25.0,2,45,1.0,4,2,22439,12429,207.7,20.89,523.6,0.02886
XSS,calc,CG-Adaptive,adaptive,0.2,10,15,2,13.3333,3,39,1.5,5,3,21786,12254,207.4,19.94,524.4,0.02832
XSS,calc,CG-Adaptive,adaptive,0.3,1,5,2,40.0,2,57,1.0,4,2,27820,17221,271.6,30.66,680.9,0.03868
XSS,calc,CG-Adaptive,adaptive,0.3,2,16,3,18.75,4,48,1.33,5,2,28680,11536,209.0,33.96,629.8,0.02993
XSS,calc,CG-Adaptive,adaptive,0.3,3,13,3,23.0769,3,51,1.0,3,0,27020,11435,240.2,30.82,630.7,0.0291
XSS,calc,CG-Adaptive,adaptive,0.3,4,12,2,16.6667,3,39,1.5,5,3,21829,11495,275.0,20.45,593.1,0.02712
XSS,calc,CG-Adaptive,adaptive,0.3,5,4,2,50.0,3,42,1.5,3,1,23026,13780,211.3,22.12,526.1,0.03126
XSS,calc,CG-Adaptive,adaptive,0.3,6,2,1,50.0,1,45,1.0,1,0,20736,13415,196.0,14.78,500.9,0.02976
XSS,calc,CG-Adaptive,adaptive,0.3,7,6,1,16.6667,3,42,3.0,8,7,23236,14787,223.7,22.1,539.6,0.03295
XSS,calc,CG-Adaptive,adaptive,0.3,8,23,4,17.3913,7,75,1.75,11,7,49086,20603,371.8,62.95,1031.1,0.0526
XSS,calc,CG-Adaptive,adaptive,0.3,9,8,2,25.0,3,45,1.5,7,5,26504,11346,186.0,30.39,539.5,0.02876
XSS,calc,CG-Adaptive,adaptive,0.3,10,10,2,20.0,3,51,1.5,4,2,27488,13602,239.8,27.79,623.9,0.03276
XSS,calc,CG-Adaptive,adaptive,0.4,1,6,1,16.6667,1,36,1.0,1,0,16968,10529,199.1,5.86,494.3,0.02363
XSS,calc,CG-Adaptive,adaptive,0.4,2,6,3,50.0,3,57,1.0,5,2,31289,15827,368.2,16.64,792.4,0.03784
XSS,calc,CG-Adaptive,adaptive,0.4,3,8,1,12.5,1,45,1.0,1,0,20734,14065,251.1,6.04,550.3,0.0308
XSS,calc,CG-Adaptive,adaptive,0.4,4,6,1,16.6667,1,36,1.0,1,0,16960,11905,286.6,5.35,585.7,0.02583
XSS,calc,CG-Adaptive,adaptive,0.4,5,19,4,21.0526,6,51,1.5,7,3,34059,11783,278.6,17.81,682.1,0.03248
XSS,calc,CG-Adaptive,adaptive,0.4,6,8,2,25.0,2,51,1.0,2,0,25686,12750,279.2,10.21,642.7,0.03067
XSS,calc,CG-Adaptive,adaptive,0.4,7,2,2,100.0,2,45,1.0,4,2,22460,12852,271.6,8.62,577.9,0.02955
XSS,calc,CG-Adaptive,adaptive,0.4,8,10,2,20.0,2,45,1.0,4,2,22476,11861,254.4,9.03,557.8,0.02797
XSS,calc,CG-Adaptive,adaptive,0.4,9,9,4,44.4444,2,42,0.5,4,0,21267,12994,281.8,13.12,588.4,0.0293
XSS,calc,CG-Adaptive,adaptive,0.4,10,13,3,23.0769,3,45,1.0,7,4,25652,15392,384.0,13.35,751.3,0.03489
XSS,calc,CG-Adaptive,adaptive,0.5,1,9,3,33.3333,6,42,2.0,11,8,28742,11790,219.2,15.26,556.3,0.03036
XSS,calc,CG-Adaptive,adaptive,0.5,2,5,2,40.0,2,45,1.0,4,2,22435,12140,207.9,9.96,513.3,0.0284
XSS,calc,CG-Adaptive,adaptive,0.5,3,11,4,36.3636,3,45,0.75,7,3,25376,11856,228.3,18.34,599.2,0.02912
XSS,calc,CG-Adaptive,adaptive,0.5,4,7,2,28.5714,4,45,2.0,7,5,26113,13965,277.7,10.96,583.6,0.03279
XSS,calc,CG-Adaptive,adaptive,0.5,5,29,4,13.7931,7,54,1.75,15,11,39315,19582,360.5,21.9,778.6,0.04706
XSS,calc,CG-Adaptive,adaptive,0.5,6,14,2,14.2857,3,45,1.5,8,6,24275,13657,250.1,10.43,558.6,0.03156
XSS,calc,CG-Adaptive,adaptive,0.5,7,8,3,37.5,3,45,1.0,9,6,24339,11937,237.6,13.8,546.4,0.02883
XSS,calc,CG-Adaptive,adaptive,0.5,8,11,2,18.1818,2,45,1.0,2,0,22474,11950,243.6,9.5,549.9,0.02811
XSS,calc,CG-Adaptive,adaptive,0.5,9,9,2,22.2222,3,45,1.5,5,3,25662,14478,303.5,11.69,635.1,0.03343
XSS,calc,CG-Adaptive,adaptive,0.5,10,8,3,37.5,3,54,1.0,7,4,28841,16334,373.7,16.99,773.5,0.03767
